Event;Event TimeB1_PASSENGER_ARRIVAL;14
B2_PASSENGER_ARRIVAL;9
B8_TRAIN1_ARRIVAL;1795
B9_TRAIN2_ARRIVAL;1490
B10_TRAIN3_ARRIVAL;536
B2_PASSENGER_ARRIVAL;11
B4_TICKET_CHECK_FINISH;18
B2_PASSENGER_ARRIVAL;20
B1_PASSENGER_ARRIVAL;15
B3_TICKET_CHECK_FINISH;23
B1_PASSENGER_ARRIVAL;27
B4_TICKET_CHECK_FINISH;28
B2_PASSENGER_ARRIVAL;23
B2_PASSENGER_ARRIVAL;24
B3_TICKET_CHECK_FINISH;33
B2_PASSENGER_ARRIVAL;25
B2_PASSENGER_ARRIVAL;33
B1_PASSENGER_ARRIVAL;49
B4_TICKET_CHECK_FINISH;39
B2_PASSENGER_ARRIVAL;33
B2_PASSENGER_ARRIVAL;41
B3_TICKET_CHECK_FINISH;44
B4_TICKET_CHECK_FINISH;48
B2_PASSENGER_ARRIVAL;45
B2_PASSENGER_ARRIVAL;52
B4_TICKET_CHECK_FINISH;55
B1_PASSENGER_ARRIVAL;63
B3_TICKET_CHECK_FINISH;58
B2_PASSENGER_ARRIVAL;57
B4_TICKET_CHECK_FINISH;62
B2_PASSENGER_ARRIVAL;66
B4_TICKET_CHECK_FINISH;76
B1_PASSENGER_ARRIVAL;74
B3_TICKET_CHECK_FINISH;70
B2_PASSENGER_ARRIVAL;71
B2_PASSENGER_ARRIVAL;78
B1_PASSENGER_ARRIVAL;79
B3_TICKET_CHECK_FINISH;81
B4_TICKET_CHECK_FINISH;83
B2_PASSENGER_ARRIVAL;86
B1_PASSENGER_ARRIVAL;88
B3_TICKET_CHECK_FINISH;95
B4_TICKET_CHECK_FINISH;89
B2_PASSENGER_ARRIVAL;96
B1_PASSENGER_ARRIVAL;88
B1_PASSENGER_ARRIVAL;92
B4_TICKET_CHECK_FINISH;100
B1_PASSENGER_ARRIVAL;102
B3_TICKET_CHECK_FINISH;102
B2_PASSENGER_ARRIVAL;96
B2_PASSENGER_ARRIVAL;104
B4_TICKET_CHECK_FINISH;114
B1_PASSENGER_ARRIVAL;115
B3_TICKET_CHECK_FINISH;108
B2_PASSENGER_ARRIVAL;106
B2_PASSENGER_ARRIVAL;122
B3_TICKET_CHECK_FINISH;119
B4_TICKET_CHECK_FINISH;124
B1_PASSENGER_ARRIVAL;123
B3_TICKET_CHECK_FINISH;133
B2_PASSENGER_ARRIVAL;125
B1_PASSENGER_ARRIVAL;123
B1_PASSENGER_ARRIVAL;123
B1_PASSENGER_ARRIVAL;124
B1_PASSENGER_ARRIVAL;124
B1_PASSENGER_ARRIVAL;137
B4_TICKET_CHECK_FINISH;141
B2_PASSENGER_ARRIVAL;126
B2_PASSENGER_ARRIVAL;127
B2_PASSENGER_ARRIVAL;129
B2_PASSENGER_ARRIVAL;137
B3_TICKET_CHECK_FINISH;143
B2_PASSENGER_ARRIVAL;143
B1_PASSENGER_ARRIVAL;143
B4_TICKET_CHECK_FINISH;150
B1_PASSENGER_ARRIVAL;149
B2_PASSENGER_ARRIVAL;153
B3_TICKET_CHECK_FINISH;160
B1_PASSENGER_ARRIVAL;169
B4_TICKET_CHECK_FINISH;160
B2_PASSENGER_ARRIVAL;179
B3_TICKET_CHECK_FINISH;169
B4_TICKET_CHECK_FINISH;166
B4_TICKET_CHECK_FINISH;177
B1_PASSENGER_ARRIVAL;181
B3_TICKET_CHECK_FINISH;179
B4_TICKET_CHECK_FINISH;188
B2_PASSENGER_ARRIVAL;179
B2_PASSENGER_ARRIVAL;181
B3_TICKET_CHECK_FINISH;185
B1_PASSENGER_ARRIVAL;203
B2_PASSENGER_ARRIVAL;187
B3_TICKET_CHECK_FINISH;196
B2_PASSENGER_ARRIVAL;203
B4_TICKET_CHECK_FINISH;197
B3_TICKET_CHECK_FINISH;207
B4_TICKET_CHECK_FINISH;206
B2_PASSENGER_ARRIVAL;204
