Event;Event TimeB1_PASSENGER_ARRIVAL;14
B2_PASSENGER_ARRIVAL;9
B8_TRAIN1_ARRIVAL;1814
B9_TRAIN2_ARRIVAL;1531
B10_TRAIN3_ARRIVAL;552
B2_PASSENGER_ARRIVAL;11
B4_TICKET_CHECK_FINISH;21
B2_PASSENGER_ARRIVAL;20
B1_PASSENGER_ARRIVAL;15
B3_TICKET_CHECK_FINISH;26
B1_PASSENGER_ARRIVAL;27
B2_PASSENGER_ARRIVAL;23
B4_TICKET_CHECK_FINISH;31
B2_PASSENGER_ARRIVAL;24
B2_PASSENGER_ARRIVAL;25
B2_PASSENGER_ARRIVAL;33
B3_TICKET_CHECK_FINISH;36
B1_PASSENGER_ARRIVAL;49
B4_TICKET_CHECK_FINISH;39
B2_PASSENGER_ARRIVAL;33
B2_PASSENGER_ARRIVAL;41
B3_TICKET_CHECK_FINISH;44
B4_TICKET_CHECK_FINISH;49
B2_PASSENGER_ARRIVAL;45
B2_PASSENGER_ARRIVAL;52
B1_PASSENGER_ARRIVAL;63
B3_TICKET_CHECK_FINISH;59
B4_TICKET_CHECK_FINISH;61
B2_PASSENGER_ARRIVAL;57
B2_PASSENGER_ARRIVAL;66
B4_TICKET_CHECK_FINISH;75
B1_PASSENGER_ARRIVAL;74
B3_TICKET_CHECK_FINISH;75
B2_PASSENGER_ARRIVAL;71
B2_PASSENGER_ARRIVAL;78
B1_PASSENGER_ARRIVAL;79
B3_TICKET_CHECK_FINISH;89
B4_TICKET_CHECK_FINISH;85
B2_PASSENGER_ARRIVAL;86
B1_PASSENGER_ARRIVAL;88
B4_TICKET_CHECK_FINISH;95
B2_PASSENGER_ARRIVAL;96
B1_PASSENGER_ARRIVAL;88
B1_PASSENGER_ARRIVAL;92
B3_TICKET_CHECK_FINISH;99
B1_PASSENGER_ARRIVAL;102
B4_TICKET_CHECK_FINISH;101
B2_PASSENGER_ARRIVAL;96
B2_PASSENGER_ARRIVAL;104
B3_TICKET_CHECK_FINISH;109
B4_TICKET_CHECK_FINISH;113
B1_PASSENGER_ARRIVAL;115
B2_PASSENGER_ARRIVAL;106
B2_PASSENGER_ARRIVAL;122
B3_TICKET_CHECK_FINISH;115
B4_TICKET_CHECK_FINISH;123
B1_PASSENGER_ARRIVAL;123
B3_TICKET_CHECK_FINISH;127
B2_PASSENGER_ARRIVAL;125
B1_PASSENGER_ARRIVAL;123
B1_PASSENGER_ARRIVAL;123
B1_PASSENGER_ARRIVAL;124
B4_TICKET_CHECK_FINISH;134
B1_PASSENGER_ARRIVAL;124
B1_PASSENGER_ARRIVAL;137
B2_PASSENGER_ARRIVAL;126
B2_PASSENGER_ARRIVAL;127
B2_PASSENGER_ARRIVAL;129
B3_TICKET_CHECK_FINISH;137
B2_PASSENGER_ARRIVAL;137
B4_TICKET_CHECK_FINISH;141
B2_PASSENGER_ARRIVAL;143
B1_PASSENGER_ARRIVAL;143
B3_TICKET_CHECK_FINISH;148
B4_TICKET_CHECK_FINISH;153
B2_PASSENGER_ARRIVAL;153
B1_PASSENGER_ARRIVAL;149
B3_TICKET_CHECK_FINISH;155
B1_PASSENGER_ARRIVAL;169
B2_PASSENGER_ARRIVAL;179
B4_TICKET_CHECK_FINISH;164
B3_TICKET_CHECK_FINISH;167
B4_TICKET_CHECK_FINISH;174
B3_TICKET_CHECK_FINISH;178
B1_PASSENGER_ARRIVAL;181
B4_TICKET_CHECK_FINISH;185
B3_TICKET_CHECK_FINISH;188
B2_PASSENGER_ARRIVAL;179
B2_PASSENGER_ARRIVAL;181
B1_PASSENGER_ARRIVAL;203
B2_PASSENGER_ARRIVAL;187
B4_TICKET_CHECK_FINISH;191
B2_PASSENGER_ARRIVAL;203
B3_TICKET_CHECK_FINISH;199
B4_TICKET_CHECK_FINISH;204
B3_TICKET_CHECK_FINISH;205
B2_PASSENGER_ARRIVAL;204
B1_PASSENGER_ARRIVAL;210
B2_PASSENGER_ARRIVAL;227
B4_TICKET_CHECK_FINISH;213
B3_TICKET_CHECK_FINISH;218
B1_PASSENGER_ARRIVAL;230
B4_TICKET_CHECK_FINISH;222
B3_TICKET_CHECK_FINISH;227
B4_TICKET_CHECK_FINISH;230
B2_PASSENGER_ARRIVAL;228
B3_TICKET_CHECK_FINISH;236
B2_PASSENGER_ARRIVAL;230
B1_PASSENGER_ARRIVAL;241
B2_PASSENGER_ARRIVAL;247
B4_TICKET_CHECK_FINISH;241
B3_TICKET_CHECK_FINISH;244
B1_PASSENGER_ARRIVAL;254
B4_TICKET_CHECK_FINISH;248
B3_TICKET_CHECK_FINISH;255
B2_PASSENGER_ARRIVAL;248
B2_PASSENGER_ARRIVAL;269
B4_TICKET_CHECK_FINISH;256
B1_PASSENGER_ARRIVAL;259
B3_TICKET_CHECK_FINISH;262
B4_TICKET_CHECK_FINISH;265
B1_PASSENGER_ARRIVAL;273
B3_TICKET_CHECK_FINISH;270
B4_TICKET_CHECK_FINISH;272
B2_PASSENGER_ARRIVAL;273
B3_TICKET_CHECK_FINISH;279
B4_TICKET_CHECK_FINISH;282
B2_PASSENGER_ARRIVAL;285
B1_PASSENGER_ARRIVAL;284
B3_TICKET_CHECK_FINISH;286
B4_TICKET_CHECK_FINISH;291
B1_PASSENGER_ARRIVAL;292
B2_PASSENGER_ARRIVAL;296
